Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00021791;PIRASSUNUNGA 51 GARRAFA VIDRO 965ML          ;un  ;        485/00 ;          0/00;          0/00;        485/00 ;         20/00 ;        465/00 ;          0/00 ;        465/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004361,7000000;-;  ;     ;                   ;                   ;                   ; 00000000465;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        485/00 ;        465/00 
01;20;000;00021792;WHITE HORSE GARRAFA VIDRO 1 L                ;un  ;      1.550/00 ;          0/00;          0/00;      1.550/00 ;          2/00 ;      1.548/00 ;          0/00 ;      1.548/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000078421,6800000;-;  ;     ;                   ;                   ;                   ; 00000001548;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.550/00 ;      1.548/00 
01;20;000;00021886;BEEFEATER LONDON DRY GARRAFA VIDRO 750ML     ;un  ;         55/00 ;          0/00;          0/00;         55/00 ;          0/00 ;         55/00 ;          0/00 ;         55/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003554,6500000;-;  ;     ;                   ;                   ;                   ; 00000000055;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         55/00 ;         55/00 
01;20;000;00021946;ORIGINAL LT 269ML SH C15 NPAL                ;cx  ;        262/05 ;          0/00;          0/00;        262/05 ;         14/00 ;        248/05 ;          0/00 ;        248/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003804,4666654;-;  ;     ;                   ;                   ;                   ; 00000003725;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        262/05 ;        248/05 
01;20;000;00021955;CHIVAS REGAL 12 ANOS GARRAFA VIDRO 1 L       ;un  ;         17/00 ;          0/00;          0/00;         17/00 ;          0/00 ;         17/00 ;          0/00 ;         17/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001806,2500000;-;  ;     ;                   ;                   ;                   ; 00000000017;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         17/00 ;         17/00 
01;20;000;00021968;TRIDENT HORTELA ENVELOPE 8G CX C/21          ;cx  ;      2.339/20 ;          0/00;          0/00;      2.339/20 ;          4/00 ;      2.335/20 ;          0/00 ;      2.335/20-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000060734,7619000;-;  ;     ;                   ;                   ;                   ; 00000049055;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.339/20 ;      2.335/20 
01;20;000;00021970;TRIDENT MENTA ENVELOPE 8G CX C/21            ;cx  ;         63/01-;          0/00;          0/00;         63/01-;          0/00 ;         63/01-;          0/00 ;         63/01 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001641,1295244; ;  ;     ;                   ;                   ;                   ;-00000001324;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         63/01-;         63/01-
01;20;000;00021973;TRIDENT MELANCIA ENVELOPE 8G CX C/21         ;cx  ;        442/00 ;          0/00;          0/00;        442/00 ;          0/00 ;        442/00 ;          0/00 ;        442/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000011518,5200004;-;  ;     ;                   ;                   ;                   ; 00000009282;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        442/00 ;        442/00 
01;20;000;00021974;TRIDENT TUTTI-FRUTTI ENVELOPE 8G CX C/21     ;cx  ;        586/00 ;          0/00;          0/00;        586/00 ;          0/00 ;        586/00 ;          0/00 ;        586/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000015183,2600023;-;  ;     ;                   ;                   ;                   ; 00000012306;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        586/00 ;        586/00 
01;20;000;00022003;HALLS CEREJA ENVELOPE 28G CX C/21            ;cx  ;      1.260/20 ;          0/00;          0/00;      1.260/20 ;          3/00 ;      1.257/20 ;          0/00 ;      1.257/20-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000020819,1119022;-;  ;     ;                   ;                   ;                   ; 00000026417;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.260/20 ;      1.257/20 
01;20;000;00022005;HALLS MENTA ENVELOPE 28G CX C/21             ;cx  ;        744/00 ;          0/00;          0/00;        744/00 ;          4/00 ;        740/00 ;          0/00 ;        740/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000012246,9999985;-;  ;     ;                   ;                   ;                   ; 00000015540;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        744/00 ;        740/00 
01;20;000;00022007;HALLS EXTRA FORTE ENVELOPE 28G CX C/21       ;cx  ;        655/00 ;          0/00;          0/00;        655/00 ;          5/00 ;        650/00 ;          0/00 ;        650/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000010770,4999993;-;  ;     ;                   ;                   ;                   ; 00000013650;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        655/00 ;        650/00 
01;20;000;00022009;CHICLETE ADAMS HORTELA CAIXINHA 2,8G CX C/100;cx  ;         25/80 ;          0/00;          0/00;         25/80 ;          0/00 ;         25/80 ;          0/00 ;         25/80-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000433,1820000;-;  ;     ;                   ;                   ;                   ; 00000002580;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         25/80 ;         25/80 
01;20;000;00022027;COLORADO APPIA LT SLEEK 350ML C8 CX CARTAO NP;cx  ;          7/00 ;          0/00;          0/00;          7/00 ;          0/00 ;          7/00 ;          0/00 ;          7/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000158,9000000;-;  ;     ;                   ;                   ;                   ; 00000000056;            ;                   ;                   ;                   ;                   ;                   ;                   ;          6/00 ;          1/00 ;          1/00 
01;20;000;00022116;GCA+PEPSI PET 2L PACK C/2 MULTPACK           ;cx  ;          2/00-;          0/00;          0/00;          2/00-;          0/00 ;          2/00-;          0/00 ;          2/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000011,7400000; ;  ;     ;                   ;                   ;                   ;-00000000004;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          2/00-;          2/00-
01;20;000;00022177;BUDWEISER ZERO LT SLEEK 350ML C 8 CX CARTAO  ;cx  ;        332/05 ;          0/00;          0/00;        332/05 ;         40/03 ;        292/02 ;          0/00 ;        292/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003653,1250000;-;  ;     ;                   ;                   ;                   ; 00000002338;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        332/05 ;        292/02 
01;20;000;00022180;BUDWEISER ZERO LONG NECK 330ML SIX-PACK SHRIN;cx  ;        280/06 ;          0/08;          0/00;        280/14 ;         11/00 ;        269/14 ;          0/00 ;        269/14-;          0/00 ;         44/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000014490,1041645;-;  ;     ;                   ;                   ;                   ; 00000006470;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        280/14 ;        269/14 
01;20;000;00022202;TONICA ANTARCTICA ZERO PET 1L SH C/06        ;cx  ;          0/04 ;          0/00;          0/00;          0/04 ;          0/00 ;          0/04 ;          0/00 ;          0/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000012,1800000;-;  ;     ;                   ;                   ;                   ; 00000000004;            ;                   ;                   ;                   ;                   ;                   ;                   ;         91/00 ;         90/02-;         90/02-
01;20;000;00022382;PASSPORT SELECTION GARRAFA VIDRO 1 L         ;un  ;      2.141/00 ;          0/00;          0/00;      2.141/00 ;          0/00 ;      2.141/00 ;          0/00 ;      2.141/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000069732,3700000;-;  ;     ;                   ;                   ;                   ; 00000002141;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.141/00 ;      2.141/00 
01;20;000;00022501;LARIOS 12 GARRAFA VIDRO 700ML                ;un  ;         11/00 ;          0/00;          0/00;         11/00 ;          0/00 ;         11/00 ;          0/00 ;         11/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000539,1100000;-;  ;     ;                   ;                   ;                   ; 00000000011;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         11/00 ;         11/00 
01;20;000;00022505;JIM BEAM HONEY GARRAFA VIDRO 1 L             ;un  ;        246/00 ;          0/00;          0/00;        246/00 ;          0/00 ;        246/00 ;          0/00 ;        246/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000014088,4200000;-;  ;     ;                   ;                   ;                   ; 00000000246;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        246/00 ;        246/00 
01;20;000;00022507;JIM BEAM FIRE GARRAFA VIDRO 1 L              ;un  ;         37/00 ;          0/00;          0/00;         37/00 ;          0/00 ;         37/00 ;          0/00 ;         37/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002278,0900000;-;  ;     ;                   ;                   ;                   ; 00000000037;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         37/00 ;         37/00 
01;20;000;00022562;DOMECQ COQ. COMPOSTO GARRAFA VIDRO 1 L       ;un  ;         41/00 ;          0/00;          0/00;         41/00 ;          0/00 ;         41/00 ;          0/00 ;         41/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000949,1500000;-;  ;     ;                   ;                   ;                   ; 00000000041;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         41/00 ;         41/00 
01;20;000;00022830;MONTILLA CARTA OURO GARRAFA VIDRO 1 L        ;un  ;         18/00 ;          0/00;          0/00;         18/00 ;          0/00 ;         18/00 ;          0/00 ;         18/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000251,6400000;-;  ;     ;                   ;                   ;                   ; 00000000018;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         18/00 ;         18/00 
01;20;000;00023029;JOHNNIE WALKER BLACK LABEL GARRAFA VIDRO 1 L ;un  ;         96/00 ;          0/00;          0/00;         96/00 ;          0/00 ;         96/00 ;          0/00 ;         96/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000012926,4000000;-;  ;     ;                   ;                   ;                   ; 00000000096;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         96/00 ;         96/00 
01;20;000;00023184;PITU AGUARDENTE LT 350ML CX C/12             ;cx  ;          3/00 ;          0/00;          0/00;          3/00 ;          1/00 ;          2/00 ;          0/00 ;          2/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000070,2400000;-;  ;     ;                   ;                   ;                   ; 00000000024;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          3/00 ;          2/00 
01;20;000;00023186;SPATEN N 600ML                               ;Dz  ;      7.846/10 ;          0/00;          0/00;      7.846/10 ;        194/00 ;      7.652/10 ;          0/00 ;      7.652/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000376213,2866972;-;  ;     ;                   ;                   ;                   ; 00000091834;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      7.846/10 ;      7.652/10 
01;20;000;00023218;PATAGONIA IPA LN 355ML CX C/12               ;cx  ;          0/01 ;          0/00;          0/00;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000003,0508333;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          1/00 ;          0/11-;          0/11-
01;20;000;00023256;PIRACANJUBA CREME DE LEITE TETRAPAK 200G CX C;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000061,7100000;-;  ;     ;                   ;                   ;                   ; 00000000027;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00023269;SKOL BEATS GT LONG NECK 269ML SIX-PACK SH C/4;cx  ;         63/15 ;          1/00;          0/00;         64/15 ;          7/00 ;         57/15 ;          0/00 ;         57/15-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003565,2587504;-;  ;     ;                   ;                   ;                   ; 00000001383;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         64/15 ;         57/15 
01;20;000;00023271;SKOL BEATS SENSES LONG NECK 269ML SIX-PACK SH;cx  ;        364/11 ;          0/00;          0/00;        364/11 ;         15/00 ;        349/11 ;          0/00 ;        349/11-;          0/00 ;          9/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000021089,8104138;-;  ;     ;                   ;                   ;                   ; 00000008387;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        364/11 ;        349/11 
01;20;000;00023443;PITU AGUARDENTE GARRAFA VIDRO 965ML          ;un  ;      2.424/00 ;          3/00;          0/00;      2.427/00 ;         48/00 ;      2.379/00 ;          0/00 ;      2.379/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000016986,0600000;-;  ;     ;                   ;                   ;                   ; 00000002379;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.427/00 ;      2.379/00 
01;20;000;00023449;MIKES HARD LEMONADE N LT 269ML SH C12 NP     ;cx  ;         43/05 ;          0/00;          0/00;         43/05 ;          0/00 ;         43/05 ;          0/00 ;         43/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001239,1116664;-;  ;     ;                   ;                   ;                   ; 00000000521;            ;                   ;                   ;                   ;                   ;                   ;                   ;         65/00 ;         21/07-;         21/07-
01;20;000;00023463;AGUA MINERAL S/ GAS AMA GFA PET 500ML PACK C/;cx  ;          0/01 ;          0/00;          0/00;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,7183333;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/01 ;          0/01 
01;20;000;00023546;INDAIA AGUA MINERAL C/GAS GFA PET 500ML PACK ;cx  ;         94/11 ;          0/00;          0/00;         94/11 ;          0/00 ;         94/11 ;          0/00 ;         94/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001523,4125000;-;  ;     ;                   ;                   ;                   ; 00000001139;            ;                   ;                   ;                   ;                   ;                   ;                   ;         98/00 ;          3/01-;          3/01-
01;20;000;00023548;INDAIA AGUA MINERAL C/GAS GFA PET 330ML FD C/;cx  ;        227/07 ;         12/00;          0/00;        239/07 ;          0/00 ;        239/07 ;          0/00 ;        239/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003581,7708323;-;  ;     ;                   ;                   ;                   ; 00000002875;            ;                   ;                   ;                   ;                   ;                   ;                   ;        222/00 ;         17/07 ;         17/07 
01;20;000;00023550;INDAIA AGUA MINERAL S/GAS GFA PET 330ML FD C/;cx  ;        364/07 ;          0/00;          0/00;        364/07 ;          0/00 ;        364/07 ;          0/00 ;        364/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004848,9583318;-;  ;     ;                   ;                   ;                   ; 00000004375;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        364/07 ;        364/07 
01;20;000;00023552;INDAIA AGUA MINERAL S/GAS GFA PET 500ML PACK ;cx  ;         89/03 ;          0/00;          0/00;         89/03 ;         31/00 ;         58/03 ;          0/00 ;         58/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000820,1599997;-;  ;     ;                   ;                   ;                   ; 00000000699;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         89/03 ;         58/03 
01;20;000;00023594;PIRAKIDS BEBIDA LACTEA CHOCOLATE TETRA PAK 20;cx  ;          0/05 ;          0/00;          0/00;          0/05 ;          0/00 ;          0/05 ;          0/00 ;          0/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000005,5388888;-;  ;     ;                   ;                   ;                   ; 00000000005;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/05 ;          0/05 
01;20;000;00023600;PIRACANJUBA WHEY BEB. LACT. ZL CACAU TETRAPAK;cx  ;          0/08 ;          0/00;          0/00;          0/08 ;          0/00 ;          0/08 ;          0/00 ;          0/08-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000044,9333333;-;  ;     ;                   ;                   ;                   ; 00000000008;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/08 ;          0/08 
01;20;000;00023672;CERVEGELA PLASTICA BRAHMA 1 UN P/ GFA 600ML C;cx  ;        539/01 ;          0/00;          0/00;        539/01 ;          0/00 ;        539/01 ;          0/00 ;        539/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000014961,1066672;-;  ;     ;                   ;                   ;                   ; 00000001618;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        539/01 ;        539/01 
01;20;000;00023674;CERVEGELA PLASTICA SKOL 1 UN P/ GFA 600ML CX ;cx  ;        107/00 ;          0/00;          0/00;        107/00 ;          1/00 ;        106/00 ;          0/00 ;        106/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000009540,0000000;-;  ;     ;                   ;                   ;                   ; 00000000318;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        107/00 ;        106/00 
01;20;000;00023731;GATORADE MELANCIA-MORANGO PET 500ML SIXPACK  ;cx  ;          0/05 ;          0/00;          0/00;          0/05 ;          0/00 ;          0/05 ;          0/00 ;          0/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000009,8500000;-;  ;     ;                   ;                   ;                   ; 00000000005;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/05 ;          0/05 
01;20;000;00024119;DAFRUTA NECTAR UVA TETRA PAK 200 ML CX C/27  ;cx  ;          0/19 ;          0/00;          0/00;          0/19 ;          0/00 ;          0/19 ;          0/00 ;          0/19-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000015,2422222;-;  ;     ;                   ;                   ;                   ; 00000000019;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/19 ;          0/19 
01;20;000;00024168;MICHELOB ULTRA N LONG NECK 330ML SIX-PACK SHR;cx  ;      2.595/22 ;          0/00;          0/00;      2.595/22 ;         98/00 ;      2.497/22 ;          0/00 ;      2.497/22-;          0/00 ;         84/00 ;          0/00 ;         84/00 ;          0/00 ;          0/00 ;00000124471,1875000;-;  ;     ;                   ;                   ;                   ; 00000059950;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.595/22 ;      2.497/22 
01;20;000;00024184;PIRAQUE MALTADO COBERTO PCT 80G CX C/40      ;cx  ;          0/37 ;          0/00;          0/00;          0/37 ;          0/00 ;          0/37 ;          0/00 ;          0/37-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000094,8310000;-;  ;     ;                   ;                   ;                   ; 00000000037;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/37 ;          0/37 
01;20;000;00024256;PETROPOLIS AGUA MIN SEM GAS PET 1,5 SHRINK C/;cx  ;        346/03 ;          0/00;          0/00;        346/03 ;         79/00 ;        267/03 ;          0/00 ;        267/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002600,1000000;-;  ;     ;                   ;                   ;                   ; 00000001605;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        346/03 ;        267/03 
01;20;000;00024306;RED BULL MELANCIA LATA 250ML FOUR PACK NPAL  ;cx  ;          1/00-;          0/00;          0/00;          1/00-;          0/00 ;          1/00-;          0/00 ;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000019,1400000; ;  ;     ;                   ;                   ;                   ;-00000000004;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00-;          1/00-
01;20;000;00024408;QUINTA DO MORGADO VINHO TINTO SECO GFA VD 750;un  ;         77/00 ;          0/00;          0/00;         77/00 ;          0/00 ;         77/00 ;          0/00 ;         77/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000774,6200000;-;  ;     ;                   ;                   ;                   ; 00000000077;            ;                   ;                   ;                   ;                   ;                   ;                   ;         77/00 ;          0/00 ;          0/00 
01;20;000;00024409;QUINTA DO MORGADO VINHO TINTO SUAVE GFA VD 75;un  ;      2.069/00-;         12/00;          0/00;      2.057/00-;      1.245/00 ;      3.302/00-;          0/00 ;      3.302/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000033515,3000000; ;  ;     ;                   ;                   ;                   ;-00000003302;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.057/00-;      3.302/00-
01;20;000;00024410;QUINTA DO MORGADO VINHO BRANCO SUAVE GFA VD 7;un  ;         32/00 ;          0/00;          0/00;         32/00 ;          0/00 ;         32/00 ;          0/00 ;         32/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000352,3200000;-;  ;     ;                   ;                   ;                   ; 00000000032;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         32/00 ;         32/00 
01;20;000;00024411;QUINTA DO MORGADO VINHO BRANCO SECO GFA VD 75;un  ;         60/00 ;          0/00;          0/00;         60/00 ;          0/00 ;         60/00 ;          0/00 ;         60/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000556,2000000;-;  ;     ;                   ;                   ;                   ; 00000000060;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         60/00 ;         60/00 
01;20;000;00024603;SAN PELLEGRINO AGUA C GAS GARRAFA VD 250 ML C;cx  ;          5/00 ;          0/00;          0/00;          5/00 ;          0/00 ;          5/00 ;          0/00 ;          5/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000775,4499999;-;  ;     ;                   ;                   ;                   ; 00000000120;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          5/00 ;          5/00 
01;20;000;00024604;MINALBA AGUA PREMIUM C/GAS GFA VDR 300ML CX/1;cx  ;        189/05 ;          0/00;          0/00;        189/05 ;          0/00 ;        189/05 ;          0/00 ;        189/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000008095,6683340;-;  ;     ;                   ;                   ;                   ; 00000002273;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        189/05 ;        189/05 
01;20;000;00024605;ACQUA PANNA S/G GARRAFA VD 250 ML CX24       ;cx  ;          4/00 ;          0/00;          0/00;          4/00 ;          0/00 ;          4/00 ;          0/00 ;          4/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000573,1200000;-;  ;     ;                   ;                   ;                   ; 00000000096;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          4/00 ;          4/00 
01;20;000;00024609;MINALBA AGUA PREMIUM S/GAS GFA VDR 300ML CX/1;cx  ;        358/01 ;          0/00;          0/00;        358/01 ;          1/00 ;        357/01 ;          0/00 ;        357/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000013169,2333319;-;  ;     ;                   ;                   ;                   ; 00000004285;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        358/01 ;        357/01 
01;20;000;00024613;ACQUA PANNA S/G GARRAFA VD 505 ML CX 24      ;cx  ;         27/02 ;          0/00;          0/00;         27/02 ;          0/00 ;         27/02 ;          0/00 ;         27/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006224,8333335;-;  ;     ;                   ;                   ;                   ; 00000000650;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         27/02 ;         27/02 
01;20;000;00024645;PERRIER AGUA MIN C GAS GARRAFA DE VIDRO 330ML;cx  ;         17/00 ;          0/00;          0/00;         17/00 ;          2/00 ;         15/00 ;          0/00 ;         15/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002568,6000000;-;  ;     ;                   ;                   ;                   ; 00000000360;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         17/00 ;         15/00 
01;20;000;00025151;OLD PARR WHISKY GFA VDR 1L                   ;un  ;      1.463/00 ;          0/00;          0/00;      1.463/00 ;          2/00 ;      1.461/00 ;          0/00 ;      1.461/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000170191,8900000;-;  ;     ;                   ;                   ;                   ; 00000001461;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.463/00 ;      1.461/00 
01;20;000;00025160;BLACK & WHITE WHISKY GFA VDR 1L              ;un  ;         13/00 ;          0/00;          0/00;         13/00 ;          1/00 ;         12/00 ;          0/00 ;         12/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000648,0000000;-;  ;     ;                   ;                   ;                   ; 00000000012;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         13/00 ;         12/00 
01;20;000;00025174;51 ICE BALADA GARRAFA VD 275ML CX C24        ;cx  ;         36/00 ;          0/00;          0/00;         36/00 ;          0/00 ;         36/00 ;          0/00 ;         36/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003052,7999997;-;  ;     ;                   ;                   ;                   ; 00000000864;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         36/00 ;         36/00 
