Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00103321;GFA VIDRO 290ML,TONICA ANT,RETORN.,          ;un  ;      1.139/00 ;          0/00;          0/00;      1.139/00 ;          0/00 ;      1.139/00 ;          0/00 ;      1.139/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001309,8500000;-;  ;     ;                   ;                   ;                   ; 00000001139;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.139/00 ;      1.139/00 
01;20;000;00103322;GFA VIDRO 290ML,GUARANA ANT.,RETORN.,        ;un  ;     32.889/00 ;          0/00;          0/00;     32.889/00 ;          0/00 ;     32.889/00 ;          0/00 ;     32.889/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000037822,3500000;-;  ;     ;                   ;                   ;                   ; 00000032889;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;     32.889/00 ;     32.889/00 
01;20;000;00103323;GFA VIDRO 290ML,GUARANA ANT.DIE,RETORN.,     ;un  ;     35.055/00 ;          0/00;          0/00;     35.055/00 ;          0/00 ;     35.055/00 ;          0/00 ;     35.055/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000040313,2500000;-;  ;     ;                   ;                   ;                   ; 00000035055;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;     35.055/00 ;     35.055/00 
01;20;000;00103324;GFA VIDRO 290ML,POP LAR.,RETORN.,            ;un  ;        240/00 ;          0/00;          0/00;        240/00 ;          0/00 ;        240/00 ;          0/00 ;        240/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000240;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        240/00 ;        240/00 
01;20;000;00103326;GFA VIDRO 290ML,SODA L.ANT.,RETORN.,         ;un  ;      5.117/00-;          0/00;          0/00;      5.117/00-;          0/00 ;      5.117/00-;          0/00 ;      5.117/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005884,5500000; ;  ;     ;                   ;                   ;                   ;-00000005117;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      5.117/00-;      5.117/00-
01;20;000;00103330;GARRAFEIRA PLAST,24 GFA 600ML,ANTARCTICA,    ;pc  ;         16/00 ;          0/00;          0/00;         16/00 ;          0/00 ;         16/00 ;          0/00 ;         16/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000352,0000000;-;  ;     ;                   ;                   ;                   ; 00000000016;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         16/00 ;         16/00 
01;20;000;00103331;GARRAFEIRA PLAST,24 GFA 300ML,ANTARCTICA,    ;un  ;        567/00-;          0/00;          0/00;        567/00-;          0/00 ;        567/00-;          0/00 ;        567/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000012474,0000000; ;  ;     ;                   ;                   ;                   ;-00000000567;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        567/00-;        567/00-
01;20;000;00103332;GARRAFEIRA PLAST,24 GFA 290ML,ANTARCTICA,    ;un  ;        759/00 ;          0/00;          0/00;        759/00 ;          0/00 ;        759/00 ;          0/00 ;        759/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000016698,0000000;-;  ;     ;                   ;                   ;                   ; 00000000759;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        759/00 ;        759/00 
01;20;000;00104195;PALETE MADEIRA,1,00 M,1,20 M,0,14 M,PBR1,    ;pc  ;      8.170/00-;          0/00;          0/00;      8.170/00-;        216/00 ;      8.386/00-;          0/00 ;      8.386/00 ;          0/00 ;         20/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000268352,0000000; ;  ;     ;                   ;                   ;                   ;-00000008386;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      8.170/00-;      8.386/00-
01;20;000;00138165;GARRAFEIRA PLAST,24 GFA 600ML,ANTARCTICA,,AZU;pc  ;  1.199.835/00 ;          0/00;          0/00;  1.199.835/00 ;          0/00 ;  1.199.835/00 ;          0/00 ;  1.199.835/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00026396370,0000000;-;  ;     ;                   ;                   ;                   ; 00001199835;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;  1.199.835/00 ;  1.199.835/00 
01;20;000;00146768;GARRAFEIRA PLAST,24 GFA 600ML,PRETA,         ;un  ;        603/00-;          0/00;          0/00;        603/00-;          0/00 ;        603/00-;          0/00 ;        603/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000018090,0000000; ;  ;     ;                   ;                   ;                   ;-00000000603;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        603/00-;        603/00-
01;20;000;00146769;Cerveja Inteira GR                           ;un  ;          6/00 ;          0/00;          0/00;          6/00 ;          0/00 ;          6/00 ;          0/00 ;          6/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000006;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          6/00 ;          6/00 
01;20;000;00188005;GARRAFEIRA PLAST,12 GFA 1L,AMBEV,            ;un  ;    265.067/00-;      2.981/00;          0/00;    262.086/00-;        769/00 ;    262.855/00-;          0/00 ;    262.855/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00005782810,0000000; ;  ;     ;                   ;                   ;                   ;-00000262855;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;    262.086/00-;    262.855/00-
01;20;000;00188006;GFA VIDRO 1L,AMBAR,RETORN.,,                 ;un  ; 14.251.896/00-;     35.772/00;          0/00; 14.216.124/00-;      9.038/00 ; 14.225.162/00-;          0/00 ; 14.225.162/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00016358936,3000000; ;  ;     ;                   ;                   ;                   ;-00014225162;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ; 14.216.124/00-; 14.225.162/00-
01;20;000;00191329;GARRAFEIRA PLAST,24 GFA 600ML,BRANCA,        ;un  ;         11/00 ;          0/00;          0/00;         11/00 ;          0/00 ;         11/00 ;          0/00 ;         11/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000011;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         11/00 ;         11/00 
01;20;000;00198213;GARRAFEIRA PLAST,24 GFA 300ML,AZUL,C/2       ;un  ;  2.514.007/00 ;          0/00;          0/00;  2.514.007/00 ;          5/00 ;  2.514.002/00 ;          0/00 ;  2.514.002/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00055308044,0000000;-;  ;     ;                   ;                   ;                   ; 00002514002;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;  2.514.007/00 ;  2.514.002/00 
01;20;000;00198214;GFA VIDRO 330ML,AMBAR,TIPO S GP,RETORN       ;un  ; 54.501.554/00 ;        138/00;          0/00; 54.501.692/00 ;      5.637/00 ; 54.496.055/00 ;          0/00 ; 54.496.055/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00062670463,2500000;-;  ;     ;                   ;                   ;                   ; 00054496055;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ; 54.501.692/00 ; 54.496.055/00 
